Category,Value
micro farads,3 to 8 μ farads
micro farads,4 μ farads
micro farads,4μ farads
micro farads,4 to 9 μ farads
micro farads,5 μ farads
micro farads,5μ farads
micro farads,5 to 10 μ farads
micro farads,6 μ farads
micro farads,6μ farads
micro farads,6 to 11 μ farads
micro farads,7 μ farads
micro farads,7μ farads
micro farads,7 to 12 μ farads
micro farads,8 μ farads
micro farads,8μ farads
micro farads,8 to 13 μ farads
micro farads,0 μ farads
micro farads,0μ farads
micro farads,0 to 20 μ farads
micro farads,20 μ farads
micro farads,20μ farads
micro farads,20 to 40 μ farads
micro farads,40 μ farads
micro farads,40μ farads
micro farads,40 to 60 μ farads
micro farads,60 μ farads
micro farads,60μ farads
micro farads,60 to 80 μ farads
micro farads,80 μ farads
micro farads,80μ farads
micro farads,80 to 100 μ farads
micro farads,100 μ farads
micro farads,100μ farads
micro farads,100 to 120 μ farads
micro farads,100 μ farads
micro farads,100μ farads
micro farads,100 to 150 μ farads
micro farads,121 μ farads
micro farads,121μ farads
micro farads,121 to 171 μ farads
micro farads,142 μ farads
micro farads,142μ farads
micro farads,142 to 192 μ farads
micro farads,163 μ farads
micro farads,163μ farads
micro farads,163 to 213 μ farads
micro farads,184 μ farads
micro farads,184μ farads
micro farads,184 to 234 μ farads
micro farads,205 μ farads
micro farads,205μ farads
micro farads,205 to 255 μ farads
micro farads,226 μ farads
micro farads,226μ farads
micro farads,226 to 276 μ farads
micro farads,247 μ farads
micro farads,247μ farads
micro farads,247 to 297 μ farads
micro farads,268 μ farads
micro farads,268μ farads
micro farads,268 to 318 μ farads
micro farads,289 μ farads
micro farads,289μ farads
micro farads,289 to 339 μ farads
micro farads,0.0 μ farads
micro farads,0μ farads
micro farads,0.005 μ farads
micro farads,1μ farads
micro farads,0.01 μ farads
micro farads,2μ farads
micro farads,0.015 μ farads
micro farads,3μ farads
micro farads,0.02 μ farads
micro farads,4μ farads
micro farads,0.025 μ farads
micro farads,5μ farads
micro farads,0.03 μ farads
micro farads,6μ farads
micro farads,0.035 μ farads
micro farads,7μ farads
micro farads,0.04 μ farads
micro farads,8μ farads
micro farads,0.045 μ farads
micro farads,9μ farads
micro farads,0.0 μ farads
micro farads,0μ farads
micro farads,0.0 to 10 μ farads
micro farads,0.015 μ farads
micro farads,1μ farads
micro farads,0.015 to 11 μ farads
micro farads,0.03 μ farads
micro farads,2μ farads
micro farads,0.03 to 12 μ farads
micro farads,0.045 μ farads
micro farads,3μ farads
micro farads,0.045 to 13 μ farads
micro farads,0.06 μ farads
micro farads,4μ farads
micro farads,0.06 to 14 μ farads
micro farads,0.075 μ farads
micro farads,5μ farads
micro farads,0.075 to 15 μ farads
micro farads,0.09 μ farads
micro farads,6μ farads
micro farads,0.09 to 16 μ farads
micro farads,0.105 μ farads
micro farads,7μ farads
micro farads,0.105 to 17 μ farads
micro farads,0.12 μ farads
micro farads,8μ farads
micro farads,0.12 to 18 μ farads
micro farads,0.135 μ farads
micro farads,9μ farads
micro farads,0.135 to 19 μ farads
micro farads,1 μfarads
micro farads,1μfarads
micro farads,1 to 6 μfarads
micro farads,2 μfarads
micro farads,2μfarads
micro farads,2 to 7 μfarads
micro farads,3 μfarads
micro farads,3μfarads
micro farads,3 to 8 μfarads
micro farads,4 μfarads
micro farads,4μfarads
micro farads,4 to 9 μfarads
micro farads,5 μfarads
micro farads,5μfarads
micro farads,5 to 10 μfarads
micro farads,6 μfarads
micro farads,6μfarads
micro farads,6 to 11 μfarads
micro farads,7 μfarads
micro farads,7μfarads
micro farads,7 to 12 μfarads
micro farads,8 μfarads
micro farads,8μfarads
micro farads,8 to 13 μfarads
micro farads,0 μfarads
micro farads,0μfarads
micro farads,0 to 20 μfarads
micro farads,20 μfarads
micro farads,20μfarads
micro farads,20 to 40 μfarads
micro farads,40 μfarads
micro farads,40μfarads
micro farads,40 to 60 μfarads
micro farads,60 μfarads
micro farads,60μfarads
micro farads,60 to 80 μfarads
micro farads,80 μfarads
micro farads,80μfarads
micro farads,80 to 100 μfarads
micro farads,100 μfarads
micro farads,100μfarads
micro farads,100 to 120 μfarads
micro farads,100 μfarads
micro farads,100μfarads
micro farads,100 to 150 μfarads
micro farads,121 μfarads
micro farads,121μfarads
micro farads,121 to 171 μfarads
micro farads,142 μfarads
micro farads,142μfarads
micro farads,142 to 192 μfarads
micro farads,163 μfarads
micro farads,163μfarads
micro farads,163 to 213 μfarads
micro farads,184 μfarads
micro farads,184μfarads
micro farads,184 to 234 μfarads
micro farads,205 μfarads
micro farads,205μfarads
micro farads,205 to 255 μfarads
micro farads,226 μfarads
micro farads,226μfarads
micro farads,226 to 276 μfarads
micro farads,247 μfarads
micro farads,247μfarads
micro farads,247 to 297 μfarads
micro farads,268 μfarads
micro farads,268μfarads
micro farads,268 to 318 μfarads
micro farads,289 μfarads
micro farads,289μfarads
micro farads,289 to 339 μfarads
micro farads,0.0 μfarads
micro farads,0μfarads
micro farads,0.005 μfarads
micro farads,1μfarads
micro farads,0.01 μfarads
micro farads,2μfarads
micro farads,0.015 μfarads
micro farads,3μfarads
micro farads,0.02 μfarads
micro farads,4μfarads
micro farads,0.025 μfarads
micro farads,5μfarads
micro farads,0.03 μfarads
micro farads,6μfarads
micro farads,0.035 μfarads
micro farads,7μfarads
micro farads,0.04 μfarads
micro farads,8μfarads
micro farads,0.045 μfarads
micro farads,9μfarads
micro farads,0.0 μfarads
micro farads,0μfarads
micro farads,0.0 to 10 μfarads
micro farads,0.015 μfarads
micro farads,1μfarads
micro farads,0.015 to 11 μfarads
micro farads,0.03 μfarads
micro farads,2μfarads
micro farads,0.03 to 12 μfarads
micro farads,0.045 μfarads
micro farads,3μfarads
micro farads,0.045 to 13 μfarads
micro farads,0.06 μfarads
micro farads,4μfarads
micro farads,0.06 to 14 μfarads
micro farads,0.075 μfarads
micro farads,5μfarads
micro farads,0.075 to 15 μfarads
micro farads,0.09 μfarads
micro farads,6μfarads
micro farads,0.09 to 16 μfarads
micro farads,0.105 μfarads
micro farads,7μfarads
micro farads,0.105 to 17 μfarads
micro farads,0.12 μfarads
micro farads,8μfarads
micro farads,0.12 to 18 μfarads
micro farads,0.135 μfarads
micro farads,9μfarads
micro farads,0.135 to 19 μfarads
pico farads,1 pico f
pico farads,1pico f
pico farads,1 to 6 pico f
pico farads,2 pico f
pico farads,2pico f
pico farads,2 to 7 pico f
pico farads,3 pico f
pico farads,3pico f
pico farads,3 to 8 pico f
pico farads,4 pico f
pico farads,4pico f
pico farads,4 to 9 pico f
pico farads,5 pico f
pico farads,5pico f
pico farads,5 to 10 pico f
pico farads,6 pico f
pico farads,6pico f
pico farads,6 to 11 pico f
pico farads,7 pico f
pico farads,7pico f
pico farads,7 to 12 pico f
pico farads,8 pico f
pico farads,8pico f
pico farads,8 to 13 pico f
pico farads,0 pico f
pico farads,0pico f
pico farads,0 to 20 pico f
pico farads,20 pico f
pico farads,20pico f
pico farads,20 to 40 pico f
pico farads,40 pico f
pico farads,40pico f
pico farads,40 to 60 pico f
pico farads,60 pico f
pico farads,60pico f
pico farads,60 to 80 pico f
pico farads,80 pico f
pico farads,80pico f
pico farads,80 to 100 pico f
pico farads,100 pico f
pico farads,100pico f
pico farads,100 to 120 pico f
pico farads,100 pico f
pico farads,100pico f
pico farads,100 to 150 pico f
pico farads,121 pico f
pico farads,121pico f
pico farads,121 to 171 pico f
pico farads,142 pico f
pico farads,142pico f
pico farads,142 to 192 pico f
pico farads,163 pico f
pico farads,163pico f
pico farads,163 to 213 pico f
pico farads,184 pico f
pico farads,184pico f
pico farads,184 to 234 pico f
pico farads,205 pico f
pico farads,205pico f
pico farads,205 to 255 pico f
pico farads,226 pico f
pico farads,226pico f
pico farads,226 to 276 pico f
pico farads,247 pico f
pico farads,247pico f
pico farads,247 to 297 pico f
pico farads,268 pico f
pico farads,268pico f
pico farads,268 to 318 pico f
pico farads,289 pico f
pico farads,289pico f
pico farads,289 to 339 pico f
pico farads,0.0 pico f
pico farads,0pico f
pico farads,0.005 pico f
pico farads,1pico f
pico farads,0.01 pico f
pico farads,2pico f
pico farads,0.015 pico f
pico farads,3pico f
pico farads,0.02 pico f
pico farads,4pico f
pico farads,0.025 pico f
pico farads,5pico f
pico farads,0.03 pico f
pico farads,6pico f
pico farads,0.035 pico f
pico farads,7pico f
pico farads,0.04 pico f
pico farads,8pico f
pico farads,0.045 pico f
pico farads,9pico f
pico farads,0.0 pico f
pico farads,0pico f
pico farads,0.0 to 10 pico f
pico farads,0.015 pico f
pico farads,1pico f
pico farads,0.015 to 11 pico f
pico farads,0.03 pico f
pico farads,2pico f
pico farads,0.03 to 12 pico f
pico farads,0.045 pico f
pico farads,3pico f
pico farads,0.045 to 13 pico f
pico farads,0.06 pico f
pico farads,4pico f
pico farads,0.06 to 14 pico f
pico farads,0.075 pico f
pico farads,5pico f
pico farads,0.075 to 15 pico f
pico farads,0.09 pico f
pico farads,6pico f
pico farads,0.09 to 16 pico f
pico farads,0.105 pico f
pico farads,7pico f
pico farads,0.105 to 17 pico f
pico farads,0.12 pico f
pico farads,8pico f
pico farads,0.12 to 18 pico f
pico farads,0.135 pico f
pico farads,9pico f
pico farads,0.135 to 19 pico f
pico farads,1 picof
pico farads,1picof
pico farads,1 to 6 picof
pico farads,2 picof
pico farads,2picof
pico farads,2 to 7 picof
pico farads,3 picof
pico farads,3picof
pico farads,3 to 8 picof
pico farads,4 picof
pico farads,4picof
pico farads,4 to 9 picof
pico farads,5 picof
pico farads,5picof
pico farads,5 to 10 picof
pico farads,6 picof
pico farads,6picof
pico farads,6 to 11 picof
pico farads,7 picof
pico farads,7picof
pico farads,7 to 12 picof
pico farads,8 picof
pico farads,8picof
pico farads,8 to 13 picof
pico farads,0 picof
pico farads,0picof
pico farads,0 to 20 picof
pico farads,20 picof
pico farads,20picof
pico farads,20 to 40 picof
pico farads,40 picof
pico farads,40picof
pico farads,40 to 60 picof
pico farads,60 picof
pico farads,60picof
pico farads,60 to 80 picof
pico farads,80 picof
pico farads,80picof
pico farads,80 to 100 picof
pico farads,100 picof
pico farads,100picof
pico farads,100 to 120 picof
pico farads,100 picof
pico farads,100picof
pico farads,100 to 150 picof
pico farads,121 picof
pico farads,121picof
pico farads,121 to 171 picof
pico farads,142 picof
pico farads,142picof
pico farads,142 to 192 picof
pico farads,163 picof
pico farads,163picof
pico farads,163 to 213 picof
pico farads,184 picof
pico farads,184picof
pico farads,184 to 234 picof
pico farads,205 picof
pico farads,205picof
pico farads,205 to 255 picof
pico farads,226 picof
pico farads,226picof
pico farads,226 to 276 picof
pico farads,247 picof
pico farads,247picof
pico farads,247 to 297 picof
pico farads,268 picof
pico farads,268picof
pico farads,268 to 318 picof
pico farads,289 picof
pico farads,289picof
pico farads,289 to 339 picof
pico farads,0.0 picof
pico farads,0picof
pico farads,0.005 picof
pico farads,1picof
pico farads,0.01 picof
pico farads,2picof
pico farads,0.015 picof
pico farads,3picof
pico farads,0.02 picof
pico farads,4picof
pico farads,0.025 picof
pico farads,5picof
pico farads,0.03 picof
pico farads,6picof
pico farads,0.035 picof
pico farads,7picof
pico farads,0.04 picof
pico farads,8picof
pico farads,0.045 picof
pico farads,9picof
pico farads,0.0 picof
pico farads,0picof
pico farads,0.0 to 10 picof
pico farads,0.015 picof
pico farads,1picof
pico farads,0.015 to 11 picof
pico farads,0.03 picof
pico farads,2picof
pico farads,0.03 to 12 picof
pico farads,0.045 picof
pico farads,3picof
pico farads,0.045 to 13 picof
pico farads,0.06 picof
pico farads,4picof
pico farads,0.06 to 14 picof
pico farads,0.075 picof
pico farads,5picof
pico farads,0.075 to 15 picof
pico farads,0.09 picof
pico farads,6picof
pico farads,0.09 to 16 picof
pico farads,0.105 picof
pico farads,7picof
pico farads,0.105 to 17 picof
pico farads,0.12 picof
pico farads,8picof
pico farads,0.12 to 18 picof
pico farads,0.135 picof
pico farads,9picof
pico farads,0.135 to 19 picof
pico farads,1 pico F
pico farads,1pico F
pico farads,1 to 6 pico F
pico farads,2 pico F
pico farads,2pico F
pico farads,2 to 7 pico F
pico farads,3 pico F
pico farads,3pico F
pico farads,3 to 8 pico F
pico farads,4 pico F
pico farads,4pico F
pico farads,4 to 9 pico F
pico farads,5 pico F
pico farads,5pico F
pico farads,5 to 10 pico F
pico farads,6 pico F
pico farads,6pico F
pico farads,6 to 11 pico F
pico farads,7 pico F
pico farads,7pico F
pico farads,7 to 12 pico F
pico farads,8 pico F
pico farads,8pico F
pico farads,8 to 13 pico F
pico farads,0 pico F
pico farads,0pico F
pico farads,0 to 20 pico F
pico farads,20 pico F
pico farads,20pico F
pico farads,20 to 40 pico F
pico farads,40 pico F
pico farads,40pico F
pico farads,40 to 60 pico F
pico farads,60 pico F
pico farads,60pico F
pico farads,60 to 80 pico F
pico farads,80 pico F
pico farads,80pico F
pico farads,80 to 100 pico F
pico farads,100 pico F
pico farads,100pico F
pico farads,100 to 120 pico F
pico farads,100 pico F
pico farads,100pico F
pico farads,100 to 150 pico F
pico farads,121 pico F
pico farads,121pico F
pico farads,121 to 171 pico F
pico farads,142 pico F
pico farads,142pico F
pico farads,142 to 192 pico F
pico farads,163 pico F
pico farads,163pico F
pico farads,163 to 213 pico F
pico farads,184 pico F
pico farads,184pico F
pico farads,184 to 234 pico F
pico farads,205 pico F
pico farads,205pico F
pico farads,205 to 255 pico F
pico farads,226 pico F
pico farads,226pico F
pico farads,226 to 276 pico F
pico farads,247 pico F
pico farads,247pico F
pico farads,247 to 297 pico F
pico farads,268 pico F
pico farads,268pico F
pico farads,268 to 318 pico F
pico farads,289 pico F
pico farads,289pico F
pico farads,289 to 339 pico F
pico farads,0.0 pico F
pico farads,0pico F
pico farads,0.005 pico F
pico farads,1pico F
pico farads,0.01 pico F
pico farads,2pico F
pico farads,0.015 pico F
pico farads,3pico F
pico farads,0.02 pico F
pico farads,4pico F
pico farads,0.025 pico F
pico farads,5pico F
pico farads,0.03 pico F
pico farads,6pico F
pico farads,0.035 pico F
pico farads,7pico F
pico farads,0.04 pico F
pico farads,8pico F
pico farads,0.045 pico F
pico farads,9pico F
pico farads,0.0 pico F
pico farads,0pico F
pico farads,0.0 to 10 pico F
pico farads,0.015 pico F
pico farads,1pico F
pico farads,0.015 to 11 pico F
pico farads,0.03 pico F
pico farads,2pico F
pico farads,0.03 to 12 pico F
pico farads,0.045 pico F
pico farads,3pico F
pico farads,0.045 to 13 pico F
pico farads,0.06 pico F
pico farads,4pico F
pico farads,0.06 to 14 pico F
pico farads,0.075 pico F
pico farads,5pico F
pico farads,0.075 to 15 pico F
pico farads,0.09 pico F
pico farads,6pico F
pico farads,0.09 to 16 pico F
pico farads,0.105 pico F
pico farads,7pico F
pico farads,0.105 to 17 pico F
pico farads,0.12 pico F
pico farads,8pico F
pico farads,0.12 to 18 pico F
pico farads,0.135 pico F
pico farads,9pico F
pico farads,0.135 to 19 pico F
pico farads,1 picoF
pico farads,1picoF
pico farads,1 to 6 picoF
pico farads,2 picoF
pico farads,2picoF
pico farads,2 to 7 picoF
pico farads,3 picoF
pico farads,3picoF
pico farads,3 to 8 picoF
pico farads,4 picoF
pico farads,4picoF
pico farads,4 to 9 picoF
pico farads,5 picoF
pico farads,5picoF
pico farads,5 to 10 picoF
pico farads,6 picoF
pico farads,6picoF
pico farads,6 to 11 picoF
pico farads,7 picoF
pico farads,7picoF
pico farads,7 to 12 picoF
pico farads,8 picoF
pico farads,8picoF
pico farads,8 to 13 picoF
pico farads,0 picoF
pico farads,0picoF
pico farads,0 to 20 picoF
pico farads,20 picoF
pico farads,20picoF
pico farads,20 to 40 picoF
pico farads,40 picoF
pico farads,40picoF
pico farads,40 to 60 picoF
pico farads,60 picoF
pico farads,60picoF
pico farads,60 to 80 picoF
pico farads,80 picoF
pico farads,80picoF
pico farads,80 to 100 picoF
pico farads,100 picoF
pico farads,100picoF
pico farads,100 to 120 picoF
pico farads,100 picoF
pico farads,100picoF
pico farads,100 to 150 picoF
pico farads,121 picoF
pico farads,121picoF
pico farads,121 to 171 picoF
pico farads,142 picoF
pico farads,142picoF
pico farads,142 to 192 picoF
pico farads,163 picoF
pico farads,163picoF
pico farads,163 to 213 picoF
pico farads,184 picoF
pico farads,184picoF
pico farads,184 to 234 picoF
pico farads,205 picoF
pico farads,205picoF
pico farads,205 to 255 picoF
pico farads,226 picoF
pico farads,226picoF
pico farads,226 to 276 picoF
pico farads,247 picoF
pico farads,247picoF
pico farads,247 to 297 picoF
pico farads,268 picoF
pico farads,268picoF
pico farads,268 to 318 picoF
pico farads,289 picoF
pico farads,289picoF
pico farads,289 to 339 picoF
pico farads,0.0 picoF
pico farads,0picoF
pico farads,0.005 picoF
pico farads,1picoF
pico farads,0.01 picoF
pico farads,2picoF
pico farads,0.015 picoF
pico farads,3picoF
pico farads,0.02 picoF
pico farads,4picoF
pico farads,0.025 picoF
pico farads,5picoF
pico farads,0.03 picoF
pico farads,6picoF
pico farads,0.035 picoF
pico farads,7picoF
pico farads,0.04 picoF
pico farads,8picoF
pico farads,0.045 picoF
pico farads,9picoF
pico farads,0.0 picoF
pico farads,0picoF
pico farads,0.0 to 10 picoF
pico farads,0.015 picoF
pico farads,1picoF
pico farads,0.015 to 11 picoF
pico farads,0.03 picoF
pico farads,2picoF
pico farads,0.03 to 12 picoF
pico farads,0.045 picoF
pico farads,3picoF
pico farads,0.045 to 13 picoF
pico farads,0.06 picoF
pico farads,4picoF
pico farads,0.06 to 14 picoF
pico farads,0.075 picoF
pico farads,5picoF
pico farads,0.075 to 15 picoF
pico farads,0.09 picoF
pico farads,6picoF
pico farads,0.09 to 16 picoF
pico farads,0.105 picoF
pico farads,7picoF
pico farads,0.105 to 17 picoF
pico farads,0.12 picoF
pico farads,8picoF
pico farads,0.12 to 18 picoF
pico farads,0.135 picoF
pico farads,9picoF
pico farads,0.135 to 19 picoF
pico farads,1 pico farads
pico farads,1pico farads
pico farads,1 to 6 pico farads
pico farads,2 pico farads
pico farads,2pico farads
pico farads,2 to 7 pico farads
pico farads,3 pico farads
pico farads,3pico farads
pico farads,3 to 8 pico farads
pico farads,4 pico farads
pico farads,4pico farads
pico farads,4 to 9 pico farads
pico farads,5 pico farads
pico farads,5pico farads
pico farads,5 to 10 pico farads
pico farads,6 pico farads
pico farads,6pico farads
pico farads,6 to 11 pico farads
pico farads,7 pico farads
pico farads,7pico farads
pico farads,7 to 12 pico farads
pico farads,8 pico farads
pico farads,8pico farads
pico farads,8 to 13 pico farads
pico farads,0 pico farads
pico farads,0pico farads
pico farads,0 to 20 pico farads
pico farads,20 pico farads
pico farads,20pico farads
pico farads,20 to 40 pico farads
pico farads,40 pico farads
pico farads,40pico farads
pico farads,40 to 60 pico farads
pico farads,60 pico farads
pico farads,60pico farads
pico farads,60 to 80 pico farads
pico farads,80 pico farads
pico farads,80pico farads
pico farads,80 to 100 pico farads
pico farads,100 pico farads
pico farads,100pico farads
pico farads,100 to 120 pico farads
pico farads,100 pico farads
pico farads,100pico farads
pico farads,100 to 150 pico farads
pico farads,121 pico farads
pico farads,121pico farads
pico farads,121 to 171 pico farads
pico farads,142 pico farads
pico farads,142pico farads
pico farads,142 to 192 pico farads
pico farads,163 pico farads
pico farads,163pico farads
pico farads,163 to 213 pico farads
pico farads,184 pico farads
pico farads,184pico farads
pico farads,184 to 234 pico farads
pico farads,205 pico farads
pico farads,205pico farads
pico farads,205 to 255 pico farads
pico farads,226 pico farads
pico farads,226pico farads
pico farads,226 to 276 pico farads
pico farads,247 pico farads
pico farads,247pico farads
pico farads,247 to 297 pico farads
pico farads,268 pico farads
pico farads,268pico farads
pico farads,268 to 318 pico farads
pico farads,289 pico farads
pico farads,289pico farads
pico farads,289 to 339 pico farads
pico farads,0.0 pico farads
pico farads,0pico farads
pico farads,0.005 pico farads
pico farads,1pico farads
pico farads,0.01 pico farads
pico farads,2pico farads
pico farads,0.015 pico farads
pico farads,3pico farads
pico farads,0.02 pico farads
pico farads,4pico farads
pico farads,0.025 pico farads
pico farads,5pico farads
pico farads,0.03 pico farads
pico farads,6pico farads
pico farads,0.035 pico farads
pico farads,7pico farads
pico farads,0.04 pico farads
pico farads,8pico farads
pico farads,0.045 pico farads
pico farads,9pico farads
pico farads,0.0 pico farads
pico farads,0pico farads
pico farads,0.0 to 10 pico farads
pico farads,0.015 pico farads
pico farads,1pico farads
pico farads,0.015 to 11 pico farads
pico farads,0.03 pico farads
pico farads,2pico farads
pico farads,0.03 to 12 pico farads
pico farads,0.045 pico farads
pico farads,3pico farads
pico farads,0.045 to 13 pico farads
pico farads,0.06 pico farads
pico farads,4pico farads
pico farads,0.06 to 14 pico farads
pico farads,0.075 pico farads
pico farads,5pico farads
pico farads,0.075 to 15 pico farads
pico farads,0.09 pico farads
pico farads,6pico farads
pico farads,0.09 to 16 pico farads
pico farads,0.105 pico farads
pico farads,7pico farads
pico farads,0.105 to 17 pico farads
pico farads,0.12 pico farads
pico farads,8pico farads
pico farads,0.12 to 18 pico farads
pico farads,0.135 pico farads
pico farads,9pico farads
pico farads,0.135 to 19 pico farads
pico farads,1 picofarads
pico farads,1picofarads
pico farads,1 to 6 picofarads
pico farads,2 picofarads
pico farads,2picofarads
pico farads,2 to 7 picofarads
pico farads,3 picofarads
pico farads,3picofarads
pico farads,3 to 8 picofarads
pico farads,4 picofarads
pico farads,4picofarads
pico farads,4 to 9 picofarads
pico farads,5 picofarads
pico farads,5picofarads
pico farads,5 to 10 picofarads
pico farads,6 picofarads
pico farads,6picofarads
pico farads,6 to 11 picofarads
pico farads,7 picofarads
pico farads,7picofarads
pico farads,7 to 12 picofarads
pico farads,8 picofarads
pico farads,8picofarads
pico farads,8 to 13 picofarads
pico farads,0 picofarads
pico farads,0picofarads
pico farads,0 to 20 picofarads
pico farads,20 picofarads
pico farads,20picofarads
pico farads,20 to 40 picofarads
pico farads,40 picofarads
pico farads,40picofarads
pico farads,40 to 60 picofarads
pico farads,60 picofarads
pico farads,60picofarads
pico farads,60 to 80 picofarads
pico farads,80 picofarads
pico farads,80picofarads
pico farads,80 to 100 picofarads
pico farads,100 picofarads
pico farads,100picofarads
pico farads,100 to 120 picofarads
pico farads,100 picofarads
pico farads,100picofarads
pico farads,100 to 150 picofarads
pico farads,121 picofarads
pico farads,121picofarads
pico farads,121 to 171 picofarads
pico farads,142 picofarads
pico farads,142picofarads
pico farads,142 to 192 picofarads
pico farads,163 picofarads
pico farads,163picofarads
pico farads,163 to 213 picofarads
pico farads,184 picofarads
pico farads,184picofarads
pico farads,184 to 234 picofarads
pico farads,205 picofarads
pico farads,205picofarads
pico farads,205 to 255 picofarads
pico farads,226 picofarads
pico farads,226picofarads
pico farads,226 to 276 picofarads
pico farads,247 picofarads
pico farads,247picofarads
pico farads,247 to 297 picofarads
pico farads,268 picofarads
pico farads,268picofarads
pico farads,268 to 318 picofarads
pico farads,289 picofarads
pico farads,289picofarads
pico farads,289 to 339 picofarads
pico farads,0.0 picofarads
pico farads,0picofarads
pico farads,0.005 picofarads
pico farads,1picofarads
pico farads,0.01 picofarads
pico farads,2picofarads
pico farads,0.015 picofarads
pico farads,3picofarads
pico farads,0.02 picofarads
pico farads,4picofarads
pico farads,0.025 picofarads
pico farads,5picofarads
pico farads,0.03 picofarads
pico farads,6picofarads
pico farads,0.035 picofarads
pico farads,7picofarads
pico farads,0.04 picofarads
pico farads,8picofarads
pico farads,0.045 picofarads
pico farads,9picofarads
pico farads,0.0 picofarads
pico farads,0picofarads
pico farads,0.0 to 10 picofarads
pico farads,0.015 picofarads
pico farads,1picofarads
pico farads,0.015 to 11 picofarads
pico farads,0.03 picofarads
pico farads,2picofarads
pico farads,0.03 to 12 picofarads
pico farads,0.045 picofarads
pico farads,3picofarads
pico farads,0.045 to 13 picofarads
pico farads,0.06 picofarads
pico farads,4picofarads
pico farads,0.06 to 14 picofarads
pico farads,0.075 picofarads
pico farads,5picofarads
pico farads,0.075 to 15 picofarads
pico farads,0.09 picofarads
pico farads,6picofarads
pico farads,0.09 to 16 picofarads
pico farads,0.105 picofarads
pico farads,7picofarads
pico farads,0.105 to 17 picofarads
pico farads,0.12 picofarads
pico farads,8picofarads
pico farads,0.12 to 18 picofarads
pico farads,0.135 picofarads
pico farads,9picofarads
pico farads,0.135 to 19 picofarads
pico farads,1 pico Farads
pico farads,1pico Farads
pico farads,1 to 6 pico Farads
pico farads,2 pico Farads
pico farads,2pico Farads
pico farads,2 to 7 pico Farads
pico farads,3 pico Farads
pico farads,3pico Farads
pico farads,3 to 8 pico Farads
pico farads,4 pico Farads
pico farads,4pico Farads
pico farads,4 to 9 pico Farads
pico farads,5 pico Farads
pico farads,5pico Farads
pico farads,5 to 10 pico Farads
pico farads,6 pico Farads
pico farads,6pico Farads
pico farads,6 to 11 pico Farads
pico farads,7 pico Farads
pico farads,7pico Farads
pico farads,7 to 12 pico Farads
pico farads,8 pico Farads
pico farads,8pico Farads
pico farads,8 to 13 pico Farads
pico farads,0 pico Farads
pico farads,0pico Farads
pico farads,0 to 20 pico Farads
pico farads,20 pico Farads
pico farads,20pico Farads
pico farads,20 to 40 pico Farads
pico farads,40 pico Farads
pico farads,40pico Farads
pico farads,40 to 60 pico Farads
pico farads,60 pico Farads
pico farads,60pico Farads
pico farads,60 to 80 pico Farads
pico farads,80 pico Farads
pico farads,80pico Farads
pico farads,80 to 100 pico Farads
pico farads,100 pico Farads
pico farads,100pico Farads
pico farads,100 to 120 pico Farads
pico farads,100 pico Farads
pico farads,100pico Farads
pico farads,100 to 150 pico Farads
pico farads,121 pico Farads
pico farads,121pico Farads
pico farads,121 to 171 pico Farads
pico farads,142 pico Farads
pico farads,142pico Farads
pico farads,142 to 192 pico Farads
pico farads,163 pico Farads
pico farads,163pico Farads
pico farads,163 to 213 pico Farads
pico farads,184 pico Farads
pico farads,184pico Farads
pico farads,184 to 234 pico Farads
pico farads,205 pico Farads
pico farads,205pico Farads
pico farads,205 to 255 pico Farads
pico farads,226 pico Farads
pico farads,226pico Farads
pico farads,226 to 276 pico Farads
pico farads,247 pico Farads
pico farads,247pico Farads
pico farads,247 to 297 pico Farads
pico farads,268 pico Farads
pico farads,268pico Farads
pico farads,268 to 318 pico Farads
pico farads,289 pico Farads
pico farads,289pico Farads
pico farads,289 to 339 pico Farads
pico farads,0.0 pico Farads
pico farads,0pico Farads
pico farads,0.005 pico Farads
pico farads,1pico Farads
pico farads,0.01 pico Farads
pico farads,2pico Farads
pico farads,0.015 pico Farads
pico farads,3pico Farads
pico farads,0.02 pico Farads
pico farads,4pico Farads
pico farads,0.025 pico Farads
pico farads,5pico Farads
pico farads,0.03 pico Farads
pico farads,6pico Farads
pico farads,0.035 pico Farads
pico farads,7pico Farads
pico farads,0.04 pico Farads
pico farads,8pico Farads
pico farads,0.045 pico Farads
pico farads,9pico Farads
pico farads,0.0 pico Farads
pico farads,0pico Farads
pico farads,0.0 to 10 pico Farads
pico farads,0.015 pico Farads
pico farads,1pico Farads
pico farads,0.015 to 11 pico Farads
pico farads,0.03 pico Farads
pico farads,2pico Farads
pico farads,0.03 to 12 pico Farads
pico farads,0.045 pico Farads
pico farads,3pico Farads
pico farads,0.045 to 13 pico Farads
pico farads,0.06 pico Farads
pico farads,4pico Farads
pico farads,0.06 to 14 pico Farads
pico farads,0.075 pico Farads
pico farads,5pico Farads
pico farads,0.075 to 15 pico Farads
pico farads,0.09 pico Farads
pico farads,6pico Farads
pico farads,0.09 to 16 pico Farads
pico farads,0.105 pico Farads
pico farads,7pico Farads
pico farads,0.105 to 17 pico Farads
pico farads,0.12 pico Farads
pico farads,8pico Farads
pico farads,0.12 to 18 pico Farads
pico farads,0.135 pico Farads
pico farads,9pico Farads
pico farads,0.135 to 19 pico Farads
pico farads,1 picoFarads
pico farads,1picoFarads
